start,end,type
51275,45748,WORKS_FOR
51276,45721,WORKS_FOR
51277,46154,WORKS_FOR
51278,45619,WORKS_FOR
51279,45625,WORKS_FOR
51280,47207,WORKS_FOR
51281,47194,WORKS_FOR
51282,45171,WORKS_FOR
51283,45422,WORKS_FOR
51284,46106,WORKS_FOR
51285,45123,WORKS_FOR
51286,45335,WORKS_FOR
51287,46020,WORKS_FOR
51288,46262,WORKS_FOR
51289,47476,WORKS_FOR
51290,45803,WORKS_FOR
51291,47525,WORKS_FOR
51292,47208,WORKS_FOR
51293,46600,WORKS_FOR
51294,45895,WORKS_FOR
51295,47244,WORKS_FOR
51296,47092,WORKS_FOR
51297,45881,WORKS_FOR
51298,45544,WORKS_FOR
51299,45855,WORKS_FOR
51300,47402,WORKS_FOR
51301,46523,WORKS_FOR
51302,47331,WORKS_FOR
51303,46235,WORKS_FOR
51304,46262,WORKS_FOR
51305,46957,WORKS_FOR
51306,47530,WORKS_FOR
51307,47077,WORKS_FOR
51308,45067,WORKS_FOR
51309,46763,WORKS_FOR
51310,46934,WORKS_FOR
51311,45449,WORKS_FOR
51312,47000,WORKS_FOR
51313,46164,WORKS_FOR
51314,47275,WORKS_FOR
51315,47274,WORKS_FOR
51316,46404,WORKS_FOR
51317,46364,WORKS_FOR
51318,46803,WORKS_FOR
51319,45787,WORKS_FOR
51320,47389,WORKS_FOR
51321,47018,WORKS_FOR
51322,45250,WORKS_FOR
51323,45391,WORKS_FOR
51324,45420,WORKS_FOR
51325,45100,WORKS_FOR
51326,47433,WORKS_FOR
51327,45540,WORKS_FOR
51328,46452,WORKS_FOR
51329,46760,WORKS_FOR
51330,45854,WORKS_FOR
51331,47249,WORKS_FOR
51332,46523,WORKS_FOR
51333,45925,WORKS_FOR
51334,46878,WORKS_FOR
51335,46883,WORKS_FOR
51336,47415,WORKS_FOR
51337,46593,WORKS_FOR
51338,47038,WORKS_FOR
51339,45076,WORKS_FOR
51340,46732,WORKS_FOR
51341,46528,WORKS_FOR
51342,47179,WORKS_FOR
51343,45805,WORKS_FOR
51344,45861,WORKS_FOR
51345,47090,WORKS_FOR
51346,45266,WORKS_FOR
51347,46429,WORKS_FOR
51348,47174,WORKS_FOR
51349,46417,WORKS_FOR
51350,46028,WORKS_FOR
51351,45318,WORKS_FOR
51352,45230,WORKS_FOR
51353,46009,WORKS_FOR
51354,46910,WORKS_FOR
51355,47473,WORKS_FOR
51356,47386,WORKS_FOR
51357,45668,WORKS_FOR
51358,46771,WORKS_FOR
51359,46963,WORKS_FOR
51360,46906,WORKS_FOR
51361,46014,WORKS_FOR
51362,46695,WORKS_FOR
51363,46159,WORKS_FOR
51364,46100,WORKS_FOR
51365,45712,WORKS_FOR
51366,46474,WORKS_FOR
51367,45153,WORKS_FOR
51368,46216,WORKS_FOR
51369,46144,WORKS_FOR
51370,45468,WORKS_FOR
51371,46487,WORKS_FOR
51372,46771,WORKS_FOR
51373,45337,WORKS_FOR
51374,45746,WORKS_FOR
51375,46541,WORKS_FOR
51376,47163,WORKS_FOR
51377,46427,WORKS_FOR
51378,45235,WORKS_FOR
51379,47181,WORKS_FOR
51380,45126,WORKS_FOR
51381,46690,WORKS_FOR
51382,46886,WORKS_FOR
51383,45161,WORKS_FOR
51384,45623,WORKS_FOR
51385,47355,WORKS_FOR
51386,45404,WORKS_FOR
51387,46278,WORKS_FOR
51388,46436,WORKS_FOR
51389,47440,WORKS_FOR
51390,46101,WORKS_FOR
51391,45253,WORKS_FOR
51392,45776,WORKS_FOR
51393,47160,WORKS_FOR
51394,46965,WORKS_FOR
51395,45413,WORKS_FOR
51396,46211,WORKS_FOR
51397,47088,WORKS_FOR
51398,45319,WORKS_FOR
51399,46198,WORKS_FOR
51400,46714,WORKS_FOR
51401,47451,WORKS_FOR
51402,45128,WORKS_FOR
51403,47390,WORKS_FOR
51404,46822,WORKS_FOR
51405,47555,WORKS_FOR
51406,45988,WORKS_FOR
51407,47308,WORKS_FOR
51408,46476,WORKS_FOR
51409,46437,WORKS_FOR
51410,45833,WORKS_FOR
51411,47051,WORKS_FOR
51412,46917,WORKS_FOR
51413,46102,WORKS_FOR
51414,46049,WORKS_FOR
51415,46270,WORKS_FOR
51416,45236,WORKS_FOR
51417,45775,WORKS_FOR
51418,45116,WORKS_FOR
51419,46648,WORKS_FOR
51420,45532,WORKS_FOR
51421,45561,WORKS_FOR
51422,46114,WORKS_FOR
51423,45448,WORKS_FOR
51424,46863,WORKS_FOR
51425,45703,WORKS_FOR
51426,45950,WORKS_FOR
51427,46863,WORKS_FOR
51428,47068,WORKS_FOR
51429,46010,WORKS_FOR
51430,46113,WORKS_FOR
51431,45170,WORKS_FOR
51432,46210,WORKS_FOR
51433,46884,WORKS_FOR
51434,47195,WORKS_FOR
51435,47407,WORKS_FOR
51436,45264,WORKS_FOR
51437,45307,WORKS_FOR
51438,46573,WORKS_FOR
51439,46245,WORKS_FOR
51440,46572,WORKS_FOR
51441,46406,WORKS_FOR
51442,45947,WORKS_FOR
51443,46679,WORKS_FOR
51444,46473,WORKS_FOR
51445,45751,WORKS_FOR
51446,45923,WORKS_FOR
51447,46889,WORKS_FOR
51448,45681,WORKS_FOR
51449,45280,WORKS_FOR
51450,46224,WORKS_FOR
51451,47125,WORKS_FOR
51452,46826,WORKS_FOR
51453,46693,WORKS_FOR
51454,46360,WORKS_FOR
51455,47232,WORKS_FOR
51456,46384,WORKS_FOR
51457,46546,WORKS_FOR
51458,46351,WORKS_FOR
51459,46189,WORKS_FOR
51460,47139,WORKS_FOR
51461,46399,WORKS_FOR
51462,45800,WORKS_FOR
51463,47431,WORKS_FOR
51464,46848,WORKS_FOR
51465,46850,WORKS_FOR
51466,46542,WORKS_FOR
51467,45614,WORKS_FOR
51468,45416,WORKS_FOR
51469,47335,WORKS_FOR
51470,45323,WORKS_FOR
51471,45816,WORKS_FOR
51472,47266,WORKS_FOR
51473,47308,WORKS_FOR
51474,46527,WORKS_FOR
51475,45416,WORKS_FOR
51476,46011,WORKS_FOR
51477,45223,WORKS_FOR
51478,46118,WORKS_FOR
51479,47116,WORKS_FOR
51480,47008,WORKS_FOR
51481,45062,WORKS_FOR
51482,45431,WORKS_FOR
51483,46939,WORKS_FOR
51484,46981,WORKS_FOR
51485,46321,WORKS_FOR
51486,47172,WORKS_FOR
51487,46031,WORKS_FOR
51488,46168,WORKS_FOR
51489,46004,WORKS_FOR
51490,46162,WORKS_FOR
51491,46058,WORKS_FOR
51492,47111,WORKS_FOR
51493,45208,WORKS_FOR
51494,45383,WORKS_FOR
51495,45906,WORKS_FOR
51496,46359,WORKS_FOR
51497,47123,WORKS_FOR
51498,46496,WORKS_FOR
51499,46803,WORKS_FOR
51500,46904,WORKS_FOR
51501,45587,WORKS_FOR
51502,47092,WORKS_FOR
51503,46089,WORKS_FOR
51504,45531,WORKS_FOR
51505,45463,WORKS_FOR
51506,45368,WORKS_FOR
51507,45711,WORKS_FOR
51508,45844,WORKS_FOR
51509,46717,WORKS_FOR
51510,46649,WORKS_FOR
51511,45250,WORKS_FOR
51512,46881,WORKS_FOR
51513,47205,WORKS_FOR
51514,45901,WORKS_FOR
51515,46084,WORKS_FOR
51516,45748,WORKS_FOR
51517,47427,WORKS_FOR
51518,46227,WORKS_FOR
51519,45252,WORKS_FOR
51520,45073,WORKS_FOR
51521,45163,WORKS_FOR
51522,46073,WORKS_FOR
51523,47392,WORKS_FOR
51524,46195,WORKS_FOR
51525,46674,WORKS_FOR
51526,46357,WORKS_FOR
51527,45998,WORKS_FOR
51528,47389,WORKS_FOR
51529,46924,WORKS_FOR
51530,47481,WORKS_FOR
51531,46569,WORKS_FOR
51532,45098,WORKS_FOR
51533,45444,WORKS_FOR
51534,45145,WORKS_FOR
51535,45520,WORKS_FOR
51536,46889,WORKS_FOR
51537,46275,WORKS_FOR
51538,45423,WORKS_FOR
51539,46293,WORKS_FOR
51540,47393,WORKS_FOR
51541,45643,WORKS_FOR
51542,46967,WORKS_FOR
51543,45831,WORKS_FOR
51544,45405,WORKS_FOR
51545,45235,WORKS_FOR
51546,45539,WORKS_FOR
51547,45623,WORKS_FOR
51548,45450,WORKS_FOR
51549,46353,WORKS_FOR
51550,47483,WORKS_FOR
51551,47258,WORKS_FOR
51552,45640,WORKS_FOR
51553,46667,WORKS_FOR
51554,45585,WORKS_FOR
51555,45411,WORKS_FOR
51556,46838,WORKS_FOR
51557,45434,WORKS_FOR
51558,45529,WORKS_FOR
51559,45298,WORKS_FOR
51560,46370,WORKS_FOR
51561,46196,WORKS_FOR
51562,45223,WORKS_FOR
51563,45117,WORKS_FOR
51564,46719,WORKS_FOR
51565,46814,WORKS_FOR
51566,45806,WORKS_FOR
51567,46882,WORKS_FOR
51568,45207,WORKS_FOR
51569,45497,WORKS_FOR
51570,45484,WORKS_FOR
51571,45877,WORKS_FOR
51572,45338,WORKS_FOR
51573,45857,WORKS_FOR
51574,46231,WORKS_FOR
51575,46526,WORKS_FOR
51576,45889,WORKS_FOR
51577,45221,WORKS_FOR
51578,45329,WORKS_FOR
51579,47041,WORKS_FOR
51580,45209,WORKS_FOR
51581,47061,WORKS_FOR
51582,47185,WORKS_FOR
51583,47370,WORKS_FOR
51584,47458,WORKS_FOR
51585,46664,WORKS_FOR
51586,47541,WORKS_FOR
51587,45795,WORKS_FOR
51588,47518,WORKS_FOR
51589,46675,WORKS_FOR
51590,47498,WORKS_FOR
51591,46061,WORKS_FOR
51592,46140,WORKS_FOR
51593,46416,WORKS_FOR
51594,46073,WORKS_FOR
51595,45987,WORKS_FOR
51596,46561,WORKS_FOR
51597,45211,WORKS_FOR
51598,47137,WORKS_FOR
51599,45911,WORKS_FOR
51600,45388,WORKS_FOR
51601,46658,WORKS_FOR
51602,47429,WORKS_FOR
51603,45627,WORKS_FOR
51604,46073,WORKS_FOR
51605,47078,WORKS_FOR
51606,45784,WORKS_FOR
51607,45859,WORKS_FOR
51608,45324,WORKS_FOR
51609,47378,WORKS_FOR
51610,45713,WORKS_FOR
51611,47194,WORKS_FOR
51612,47196,WORKS_FOR
51613,46115,WORKS_FOR
51614,46271,WORKS_FOR
51615,45966,WORKS_FOR
51616,45971,WORKS_FOR
51617,46036,WORKS_FOR
51618,47098,WORKS_FOR
51619,45201,WORKS_FOR
51620,45245,WORKS_FOR
51621,46408,WORKS_FOR
51622,45113,WORKS_FOR
51623,47409,WORKS_FOR
51624,47177,WORKS_FOR
51625,45368,WORKS_FOR
51626,47189,WORKS_FOR
51627,46634,WORKS_FOR
51628,46924,WORKS_FOR
51629,46810,WORKS_FOR
51630,45539,WORKS_FOR
51631,47540,WORKS_FOR
51632,45172,WORKS_FOR
51633,47377,WORKS_FOR
51634,45499,WORKS_FOR
51635,47260,WORKS_FOR
51636,46470,WORKS_FOR
51637,46891,WORKS_FOR
51638,46045,WORKS_FOR
51639,46171,WORKS_FOR
51640,46271,WORKS_FOR
51641,46486,WORKS_FOR
51642,46048,WORKS_FOR
51643,45645,WORKS_FOR
51644,46814,WORKS_FOR
51645,46073,WORKS_FOR
51646,46143,WORKS_FOR
51647,46349,WORKS_FOR
51648,47250,WORKS_FOR
51649,45932,WORKS_FOR
51650,46237,WORKS_FOR
51651,45507,WORKS_FOR
51652,46560,WORKS_FOR
51653,45082,WORKS_FOR
51654,46926,WORKS_FOR
51655,46216,WORKS_FOR
51656,45735,WORKS_FOR
51657,46892,WORKS_FOR
51658,47055,WORKS_FOR
51659,47147,WORKS_FOR
51660,46449,WORKS_FOR
51661,47556,WORKS_FOR
51662,46346,WORKS_FOR
51663,45678,WORKS_FOR
51664,45940,WORKS_FOR
51665,47119,WORKS_FOR
51666,46935,WORKS_FOR
51667,47114,WORKS_FOR
51668,47138,WORKS_FOR
51669,45700,WORKS_FOR
51670,46582,WORKS_FOR
51671,46788,WORKS_FOR
51672,45379,WORKS_FOR
51673,45974,WORKS_FOR
51674,45232,WORKS_FOR
51675,45415,WORKS_FOR
51676,46878,WORKS_FOR
51677,47310,WORKS_FOR
51678,46447,WORKS_FOR
51679,45853,WORKS_FOR
51680,47367,WORKS_FOR
51681,45974,WORKS_FOR
51682,47187,WORKS_FOR
51683,46527,WORKS_FOR
51684,45545,WORKS_FOR
51685,46948,WORKS_FOR
51686,45161,WORKS_FOR
51687,47175,WORKS_FOR
51688,46712,WORKS_FOR
51689,47207,WORKS_FOR
51690,46926,WORKS_FOR
51691,46234,WORKS_FOR
51692,46035,WORKS_FOR
51693,46225,WORKS_FOR
51694,46798,WORKS_FOR
51695,47197,WORKS_FOR
51696,46884,WORKS_FOR
51697,47248,WORKS_FOR
51698,45470,WORKS_FOR
51699,46317,WORKS_FOR
51700,45887,WORKS_FOR
51701,45853,WORKS_FOR
51702,45115,WORKS_FOR
51703,47312,WORKS_FOR
51704,45678,WORKS_FOR
51705,46599,WORKS_FOR
51706,46526,WORKS_FOR
51707,46428,WORKS_FOR
51708,45179,WORKS_FOR
51709,45305,WORKS_FOR
51710,45228,WORKS_FOR
51711,47326,WORKS_FOR
51712,47371,WORKS_FOR
51713,45197,WORKS_FOR
51714,46199,WORKS_FOR
51715,45072,WORKS_FOR
51716,46097,WORKS_FOR
51717,47506,WORKS_FOR
51718,46256,WORKS_FOR
51719,45328,WORKS_FOR
51720,46497,WORKS_FOR
51721,45219,WORKS_FOR
51722,47353,WORKS_FOR
51723,46632,WORKS_FOR
51724,46357,WORKS_FOR
51725,46877,WORKS_FOR
51726,45132,WORKS_FOR
51727,45305,WORKS_FOR
51728,45859,WORKS_FOR
51729,47108,WORKS_FOR
51730,46450,WORKS_FOR
51731,45896,WORKS_FOR
51732,45384,WORKS_FOR
51733,46844,WORKS_FOR
51734,46369,WORKS_FOR
51735,47274,WORKS_FOR
51736,47141,WORKS_FOR
51737,45762,WORKS_FOR
51738,45406,WORKS_FOR
51739,45940,WORKS_FOR
51740,45547,WORKS_FOR
51741,46388,WORKS_FOR
51742,46886,WORKS_FOR
51743,47378,WORKS_FOR
51744,45497,WORKS_FOR
51745,46388,WORKS_FOR
51746,46288,WORKS_FOR
51747,47515,WORKS_FOR
51748,46375,WORKS_FOR
51749,45855,WORKS_FOR
51750,47308,WORKS_FOR
51751,46066,WORKS_FOR
51752,47265,WORKS_FOR
51753,47058,WORKS_FOR
51754,45618,WORKS_FOR
51755,46894,WORKS_FOR
51756,45433,WORKS_FOR
51757,47184,WORKS_FOR
51758,45608,WORKS_FOR
51759,46961,WORKS_FOR
51760,47421,WORKS_FOR
51761,46612,WORKS_FOR
51762,46579,WORKS_FOR
51763,47353,WORKS_FOR
51764,47383,WORKS_FOR
51765,46072,WORKS_FOR
51766,46245,WORKS_FOR
51767,45517,WORKS_FOR
51768,46048,WORKS_FOR
51769,46150,WORKS_FOR
51770,45296,WORKS_FOR
51771,45354,WORKS_FOR
51772,46864,WORKS_FOR
51773,46502,WORKS_FOR
51774,47400,WORKS_FOR
51775,45325,WORKS_FOR
51776,47204,WORKS_FOR
51777,46285,WORKS_FOR
51778,47197,WORKS_FOR
51779,45081,WORKS_FOR
51780,46092,WORKS_FOR
51781,46685,WORKS_FOR
51782,46647,WORKS_FOR
51783,47003,WORKS_FOR
51784,45926,WORKS_FOR
51785,46822,WORKS_FOR
51786,47120,WORKS_FOR
51787,45719,WORKS_FOR
51788,46988,WORKS_FOR
51789,46275,WORKS_FOR
51790,45155,WORKS_FOR
51791,46221,WORKS_FOR
51792,47154,WORKS_FOR
51793,45645,WORKS_FOR
51794,46243,WORKS_FOR
51795,47371,WORKS_FOR
51796,45360,WORKS_FOR
51797,47230,WORKS_FOR
51798,45496,WORKS_FOR
51799,45265,WORKS_FOR
51800,45372,WORKS_FOR
51801,45876,WORKS_FOR
51802,47543,WORKS_FOR
51803,46204,WORKS_FOR
51804,46229,WORKS_FOR
51805,45357,WORKS_FOR
51806,46476,WORKS_FOR
51807,45824,WORKS_FOR
51808,46410,WORKS_FOR
51809,46769,WORKS_FOR
51810,46761,WORKS_FOR
51811,46974,WORKS_FOR
51812,46624,WORKS_FOR
51813,45739,WORKS_FOR
51814,46740,WORKS_FOR
51815,45295,WORKS_FOR
51816,46695,WORKS_FOR
51817,45221,WORKS_FOR
51818,46115,WORKS_FOR
51819,46440,WORKS_FOR
51820,45181,WORKS_FOR
51821,45418,WORKS_FOR
51822,47030,WORKS_FOR
51823,45169,WORKS_FOR
51824,46759,WORKS_FOR
51825,46463,WORKS_FOR
51826,46824,WORKS_FOR
51827,45646,WORKS_FOR
51828,47430,WORKS_FOR
51829,45489,WORKS_FOR
51830,45308,WORKS_FOR
51831,47402,WORKS_FOR
51832,46074,WORKS_FOR
51833,45623,WORKS_FOR
51834,46667,WORKS_FOR
51835,45502,WORKS_FOR
51836,45413,WORKS_FOR
51837,46610,WORKS_FOR
51838,46836,WORKS_FOR
51839,47050,WORKS_FOR
51840,45494,WORKS_FOR
51841,46584,WORKS_FOR
51842,46167,WORKS_FOR
51843,45550,WORKS_FOR
51844,46113,WORKS_FOR
51845,45166,WORKS_FOR
51846,46517,WORKS_FOR
51847,46267,WORKS_FOR
51848,45631,WORKS_FOR
51849,47511,WORKS_FOR
51850,47015,WORKS_FOR
51851,47255,WORKS_FOR
51852,45192,WORKS_FOR
51853,45897,WORKS_FOR
51854,45855,WORKS_FOR
51855,45219,WORKS_FOR
51856,47163,WORKS_FOR
51857,46973,WORKS_FOR
51858,46620,WORKS_FOR
51859,46358,WORKS_FOR
51860,45417,WORKS_FOR
51861,45754,WORKS_FOR
51862,46494,WORKS_FOR
51863,46165,WORKS_FOR
51864,47055,WORKS_FOR
51865,45673,WORKS_FOR
51866,46359,WORKS_FOR
51867,46077,WORKS_FOR
51868,46306,WORKS_FOR
51869,45473,WORKS_FOR
51870,46213,WORKS_FOR
51871,45696,WORKS_FOR
51872,47086,WORKS_FOR
51873,47045,WORKS_FOR
51874,46050,WORKS_FOR
51875,46120,WORKS_FOR
51876,47005,WORKS_FOR
51877,46681,WORKS_FOR
51878,45982,WORKS_FOR
51879,47391,WORKS_FOR
51880,45795,WORKS_FOR
51881,46145,WORKS_FOR
51882,45541,WORKS_FOR
51883,47447,WORKS_FOR
51884,46650,WORKS_FOR
51885,45509,WORKS_FOR
51886,45633,WORKS_FOR
51887,45409,WORKS_FOR
51888,47057,WORKS_FOR
51889,46733,WORKS_FOR
51890,45291,WORKS_FOR
51891,46163,WORKS_FOR
51892,46805,WORKS_FOR
51893,45941,WORKS_FOR
51894,45669,WORKS_FOR
51895,47355,WORKS_FOR
51896,45917,WORKS_FOR
51897,47284,WORKS_FOR
51898,45490,WORKS_FOR
51899,47107,WORKS_FOR
51900,45909,WORKS_FOR
51901,45879,WORKS_FOR
51902,45641,WORKS_FOR
51903,46416,WORKS_FOR
51904,46162,WORKS_FOR
51905,47557,WORKS_FOR
51906,46156,WORKS_FOR
51907,46991,WORKS_FOR
51908,46714,WORKS_FOR
51909,47016,WORKS_FOR
51910,46909,WORKS_FOR
51911,46923,WORKS_FOR
51912,46319,WORKS_FOR
51913,46714,WORKS_FOR
51914,46787,WORKS_FOR
51915,46887,WORKS_FOR
51916,47442,WORKS_FOR
51917,46238,WORKS_FOR
51918,45597,WORKS_FOR
51919,47505,WORKS_FOR
51920,45706,WORKS_FOR
51921,46062,WORKS_FOR
51922,47009,WORKS_FOR
51923,46214,WORKS_FOR
51924,47026,WORKS_FOR
51925,47045,WORKS_FOR
51926,45379,WORKS_FOR
51927,45451,WORKS_FOR
51928,47501,WORKS_FOR
51929,46507,WORKS_FOR
51930,46649,WORKS_FOR
51931,45586,WORKS_FOR
51932,45309,WORKS_FOR
51933,46560,WORKS_FOR
51934,45497,WORKS_FOR
51935,46057,WORKS_FOR
51936,46524,WORKS_FOR
51937,46086,WORKS_FOR
51938,45114,WORKS_FOR
51939,47034,WORKS_FOR
51940,45423,WORKS_FOR
51941,45458,WORKS_FOR
51942,46762,WORKS_FOR
51943,45644,WORKS_FOR
51944,45546,WORKS_FOR
51945,45843,WORKS_FOR
51946,47112,WORKS_FOR
51947,46752,WORKS_FOR
51948,45431,WORKS_FOR
51949,47534,WORKS_FOR
51950,46054,WORKS_FOR
51951,46814,WORKS_FOR
51952,46341,WORKS_FOR
51953,45781,WORKS_FOR
51954,47541,WORKS_FOR
51955,46378,WORKS_FOR
51956,47369,WORKS_FOR
51957,46059,WORKS_FOR
51958,46516,WORKS_FOR
51959,46508,WORKS_FOR
51960,47108,WORKS_FOR
51961,45929,WORKS_FOR
51962,46047,WORKS_FOR
51963,45913,WORKS_FOR
51964,45340,WORKS_FOR
51965,47493,WORKS_FOR
51966,46916,WORKS_FOR
51967,47448,WORKS_FOR
51968,46459,WORKS_FOR
51969,45188,WORKS_FOR
51970,45503,WORKS_FOR
51971,46678,WORKS_FOR
51972,46287,WORKS_FOR
51973,47219,WORKS_FOR
51974,47282,WORKS_FOR
51975,46335,WORKS_FOR
51976,46184,WORKS_FOR
51977,45787,WORKS_FOR
51978,47342,WORKS_FOR
51979,45082,WORKS_FOR
51980,45481,WORKS_FOR
51981,45664,WORKS_FOR
51982,46489,WORKS_FOR
51983,47336,WORKS_FOR
51984,45527,WORKS_FOR
51985,45316,WORKS_FOR
51986,45620,WORKS_FOR
51987,46130,WORKS_FOR
51988,45930,WORKS_FOR
51989,45123,WORKS_FOR
51990,47224,WORKS_FOR
51991,46888,WORKS_FOR
51992,45844,WORKS_FOR
51993,45687,WORKS_FOR
51994,46118,WORKS_FOR
51995,46760,WORKS_FOR
51996,46398,WORKS_FOR
51997,46815,WORKS_FOR
51998,46223,WORKS_FOR
51999,47033,WORKS_FOR
52000,46835,WORKS_FOR
52001,45564,WORKS_FOR
52002,47503,WORKS_FOR
52003,47143,WORKS_FOR
52004,45784,WORKS_FOR
52005,47287,WORKS_FOR
52006,45202,WORKS_FOR
52007,46629,WORKS_FOR
52008,45619,WORKS_FOR
52009,45508,WORKS_FOR
52010,46929,WORKS_FOR
52011,46783,WORKS_FOR
52012,45775,WORKS_FOR
52013,45815,WORKS_FOR
52014,45856,WORKS_FOR
52015,45099,WORKS_FOR
52016,46679,WORKS_FOR
52017,47497,WORKS_FOR
52018,47176,WORKS_FOR
52019,46672,WORKS_FOR
52020,45914,WORKS_FOR
52021,46265,WORKS_FOR
52022,46622,WORKS_FOR
52023,45731,WORKS_FOR
52024,45132,WORKS_FOR
52025,46774,WORKS_FOR
52026,45159,WORKS_FOR
52027,45772,WORKS_FOR
52028,46699,WORKS_FOR
52029,45879,WORKS_FOR
52030,45393,WORKS_FOR
52031,46675,WORKS_FOR
52032,45230,WORKS_FOR
52033,45210,WORKS_FOR
52034,46731,WORKS_FOR
52035,45974,WORKS_FOR
52036,47117,WORKS_FOR
52037,45744,WORKS_FOR
52038,45810,WORKS_FOR
52039,46857,WORKS_FOR
52040,46904,WORKS_FOR
52041,45905,WORKS_FOR
52042,45170,WORKS_FOR
52043,46582,WORKS_FOR
52044,47388,WORKS_FOR
52045,46677,WORKS_FOR
52046,45912,WORKS_FOR
52047,47182,WORKS_FOR
52048,46400,WORKS_FOR
52049,45544,WORKS_FOR
52050,47448,WORKS_FOR
52051,46334,WORKS_FOR
52052,45515,WORKS_FOR
52053,45666,WORKS_FOR
52054,45209,WORKS_FOR
52055,46161,WORKS_FOR
52056,47208,WORKS_FOR
52057,45196,WORKS_FOR
52058,47064,WORKS_FOR
52059,45356,WORKS_FOR
52060,45588,WORKS_FOR
52061,46845,WORKS_FOR
52062,45863,WORKS_FOR
52063,46754,WORKS_FOR
52064,47350,WORKS_FOR
52065,46557,WORKS_FOR
52066,46361,WORKS_FOR
52067,46596,WORKS_FOR
52068,45353,WORKS_FOR
52069,45642,WORKS_FOR
52070,45408,WORKS_FOR
52071,45459,WORKS_FOR
52072,46085,WORKS_FOR
52073,47407,WORKS_FOR
52074,46210,WORKS_FOR
52075,45620,WORKS_FOR
52076,47111,WORKS_FOR
52077,45449,WORKS_FOR
52078,47088,WORKS_FOR
52079,47459,WORKS_FOR
52080,45264,WORKS_FOR
52081,47384,WORKS_FOR
52082,47072,WORKS_FOR
52083,47551,WORKS_FOR
52084,45923,WORKS_FOR
52085,46312,WORKS_FOR
52086,46960,WORKS_FOR
52087,45500,WORKS_FOR
52088,47420,WORKS_FOR
52089,45556,WORKS_FOR
52090,47518,WORKS_FOR
52091,45732,WORKS_FOR
52092,46010,WORKS_FOR
52093,46982,WORKS_FOR
52094,47529,WORKS_FOR
52095,47270,WORKS_FOR
52096,45534,WORKS_FOR
52097,45319,WORKS_FOR
52098,46845,WORKS_FOR
52099,46122,WORKS_FOR
52100,45119,WORKS_FOR
52101,45539,WORKS_FOR
52102,45343,WORKS_FOR
52103,46326,WORKS_FOR
52104,45445,WORKS_FOR
52105,46436,WORKS_FOR
52106,47519,WORKS_FOR
52107,47491,WORKS_FOR
52108,46270,WORKS_FOR
52109,47112,WORKS_FOR
52110,45453,WORKS_FOR
52111,45381,WORKS_FOR
52112,46579,WORKS_FOR
52113,47205,WORKS_FOR
52114,45659,WORKS_FOR
52115,45769,WORKS_FOR
52116,46221,WORKS_FOR
52117,47125,WORKS_FOR
52118,45657,WORKS_FOR
52119,46645,WORKS_FOR
52120,45771,WORKS_FOR
52121,47137,WORKS_FOR
52122,46310,WORKS_FOR
52123,45145,WORKS_FOR
52124,46669,WORKS_FOR
52125,47425,WORKS_FOR
52126,46993,WORKS_FOR
52127,47380,WORKS_FOR
52128,46999,WORKS_FOR
52129,47038,WORKS_FOR
52130,47465,WORKS_FOR
52131,46737,WORKS_FOR
52132,45071,WORKS_FOR
52133,45368,WORKS_FOR
52134,47132,WORKS_FOR
52135,47241,WORKS_FOR
52136,46238,WORKS_FOR
52137,47341,WORKS_FOR
52138,47216,WORKS_FOR
52139,45616,WORKS_FOR
52140,46861,WORKS_FOR
52141,46923,WORKS_FOR
52142,47115,WORKS_FOR
52143,47359,WORKS_FOR
52144,47260,WORKS_FOR
52145,46174,WORKS_FOR
52146,46119,WORKS_FOR
52147,47383,WORKS_FOR
52148,45830,WORKS_FOR
52149,47193,WORKS_FOR
52150,46967,WORKS_FOR
52151,45588,WORKS_FOR
52152,45481,WORKS_FOR
52153,45161,WORKS_FOR
52154,46496,WORKS_FOR
52155,45818,WORKS_FOR
52156,46908,WORKS_FOR
52157,47176,WORKS_FOR
52158,46233,WORKS_FOR
52159,46212,WORKS_FOR
52160,46905,WORKS_FOR
52161,47543,WORKS_FOR
52162,46716,WORKS_FOR
52163,47415,WORKS_FOR
52164,45675,WORKS_FOR
52165,47495,WORKS_FOR
52166,46332,WORKS_FOR
52167,45587,WORKS_FOR
52168,47239,WORKS_FOR
52169,46621,WORKS_FOR
52170,46361,WORKS_FOR
52171,47420,WORKS_FOR
52172,45904,WORKS_FOR
52173,47044,WORKS_FOR
52174,45441,WORKS_FOR
52175,45362,WORKS_FOR
52176,46977,WORKS_FOR
52177,47335,WORKS_FOR
52178,46036,WORKS_FOR
52179,45737,WORKS_FOR
52180,47275,WORKS_FOR
52181,47092,WORKS_FOR
52182,47127,WORKS_FOR
52183,46527,WORKS_FOR
52184,45499,WORKS_FOR
52185,46338,WORKS_FOR
52186,46526,WORKS_FOR
52187,45267,WORKS_FOR
52188,45100,WORKS_FOR
52189,45574,WORKS_FOR
52190,46192,WORKS_FOR
52191,45573,WORKS_FOR
52192,46638,WORKS_FOR
52193,46278,WORKS_FOR
52194,46555,WORKS_FOR
52195,47427,WORKS_FOR
52196,47209,WORKS_FOR
52197,45928,WORKS_FOR
52198,45511,WORKS_FOR
52199,47033,WORKS_FOR
52200,47045,WORKS_FOR
52201,45648,WORKS_FOR
52202,46710,WORKS_FOR
52203,46619,WORKS_FOR
52204,45395,WORKS_FOR
52205,47208,WORKS_FOR
52206,45511,WORKS_FOR
